Subtitle Text Raw,Subtitle Text Clean,Subtitle Text,Start Time,End Time,Video Title,YouTube ID
when exposed to new data by using a,when exposed to new data by using a,when exposed to new data by using a,00:10:32.480,00:10:37.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
method called reinforcement learning,method called reinforcement learning,method called reinforcement learning,00:10:34.560,00:10:39.760,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it uses external feedback to teach the,it uses external feedback to teach the,it uses external feedback to teach the,00:10:37.279,00:10:42.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
system to change its internal workings,system to change its internal workings,system to change its internal workings,00:10:39.760,00:10:44.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
in order to guess better next time,in order to guess better next time,in order to guess better next time,00:10:42.399,00:10:46.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it enables computers to find hidden,it enables computers to find hidden,it enables computers to find hidden,00:10:44.880,00:10:49.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
insights using iterative algorithms,insights using iterative algorithms,insights using iterative algorithms,00:10:46.880,00:10:52.640,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
without being explicitly programmed,without being explicitly programmed,without being explicitly programmed,00:10:49.600,00:10:55.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning uses algorithms that,machine learning uses algorithms that,machine learning uses algorithms that,00:10:52.640,00:10:57.519,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learn from previous data to help produce,learn from previous data to help produce,learn from previous data to help produce,00:10:55.120,00:11:00.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
reliable and repeatable decisions it,reliable and repeatable decisions it,reliable and repeatable decisions it,00:10:57.519,00:11:02.640,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
automates analytical model building,automates analytical model building,automates analytical model building,00:11:00.399,00:11:04.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
using the statistical and machine,using the statistical and machine,using the statistical and machine,00:11:02.640,00:11:07.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning algorithms that tease patterns,learning algorithms that tease patterns,learning algorithms that tease patterns,00:11:04.560,00:11:10.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
and relationships from data and express,and relationships from data and express,and relationships from data and express,00:11:07.360,00:11:13.200,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
them as mathematical equations,them as mathematical equations,them as mathematical equations,00:11:10.240,00:11:15.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's understand the different machine,let's understand the different machine,let's understand the different machine,00:11:13.200,00:11:18.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning approaches,learning approaches,learning approaches,00:11:15.120,00:11:18.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
so what is the actual difference between,so what is the actual difference between,so what is the actual difference between,00:11:18.880,00:11:23.519,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
traditional programming and machine,traditional programming and machine,traditional programming and machine,00:11:21.519,00:11:26.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning in traditional programming data,learning in traditional programming data,learning in traditional programming data,00:11:23.519,00:11:27.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
and,and,and,00:11:26.560,00:11:30.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
is provided to the computer it processes,is provided to the computer it processes,is provided to the computer it processes,00:11:27.360,00:11:32.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
them and gives the output however the,them and gives the output however the,them and gives the output however the,00:11:30.320,00:11:34.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning approach is very,machine learning approach is very,machine learning approach is very,00:11:32.720,00:11:37.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
different in machine learning algorithms,different in machine learning algorithms,different in machine learning algorithms,00:11:34.560,00:11:40.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
are applied on the given data and output,are applied on the given data and output,are applied on the given data and output,00:11:37.360,00:11:43.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the result of the applied algorithm and,the result of the applied algorithm and,the result of the applied algorithm and,00:11:40.959,00:11:46.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
calculations is a learning model that,calculations is a learning model that,calculations is a learning model that,00:11:43.360,00:11:49.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
helps machine to learn from the data,helps machine to learn from the data,helps machine to learn from the data,00:11:46.000,00:11:51.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
in traditional programming you code the,in traditional programming you code the,in traditional programming you code the,00:11:49.360,00:11:54.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
behavior of the program but in machine,behavior of the program but in machine,behavior of the program but in machine,00:11:51.680,00:11:56.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning you leave a lot of that to the,learning you leave a lot of that to the,learning you leave a lot of that to the,00:11:54.320,00:11:59.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine to learn from data,machine to learn from data,machine to learn from data,00:11:56.560,00:12:00.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
now let's first understand the,now let's first understand the,now let's first understand the,00:11:59.120,00:12:03.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
traditional programming approach,traditional programming approach,traditional programming approach,00:12:00.560,00:12:05.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
traditionally you would hard code the,traditionally you would hard code the,traditionally you would hard code the,00:12:03.040,00:12:07.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
decision rules for a problem at hand,decision rules for a problem at hand,decision rules for a problem at hand,00:12:05.040,00:12:10.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
evaluate the results of the program and,evaluate the results of the program and,evaluate the results of the program and,00:12:07.680,00:12:12.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
if the results were satisfactory the,if the results were satisfactory the,if the results were satisfactory the,00:12:10.320,00:12:15.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
program would be deployed in production,program would be deployed in production,program would be deployed in production,00:12:12.240,00:12:17.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
if the results were not as expected one,if the results were not as expected one,if the results were not as expected one,00:12:15.279,00:12:20.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
would review the errors change the,would review the errors change the,would review the errors change the,00:12:17.680,00:12:22.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
program and evaluate it again,program and evaluate it again,program and evaluate it again,00:12:20.079,00:12:25.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
this iterative process continues till,this iterative process continues till,this iterative process continues till,00:12:22.720,00:12:28.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
one gets the expected result,one gets the expected result,one gets the expected result,00:12:25.279,00:12:31.200,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
what is the machine learning approach in,what is the machine learning approach in,what is the machine learning approach in,00:12:28.800,00:12:33.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the new machine learning approach the,the new machine learning approach the,the new machine learning approach the,00:12:31.200,00:12:35.920,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
decision rules are not hard coded the,decision rules are not hard coded the,decision rules are not hard coded the,00:12:33.120,00:12:38.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
problem is solved by training a model,problem is solved by training a model,problem is solved by training a model,00:12:35.920,00:12:40.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
with the training data in order to,with the training data in order to,with the training data in order to,00:12:38.240,00:12:43.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
derive or learn an algorithm that best,derive or learn an algorithm that best,derive or learn an algorithm that best,00:12:40.160,00:12:45.760,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
represents the relationship between the,represents the relationship between the,represents the relationship between the,00:12:43.279,00:12:48.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
input and the output this trained model,input and the output this trained model,input and the output this trained model,00:12:45.760,00:12:51.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
is then evaluated against test data if,is then evaluated against test data if,is then evaluated against test data if,00:12:48.639,00:12:53.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the results were satisfactory the model,the results were satisfactory the model,the results were satisfactory the model,00:12:51.680,00:12:56.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
would be deployed in production and if,would be deployed in production and if,would be deployed in production and if,00:12:53.839,00:12:58.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the results are not satisfactory the,the results are not satisfactory the,the results are not satisfactory the,00:12:56.160,00:13:01.920,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
training is repeated with some changes,training is repeated with some changes,training is repeated with some changes,00:12:58.160,00:13:05.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning techniques,machine learning techniques,machine learning techniques,00:13:01.920,00:13:05.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning uses a number of,machine learning uses a number of,machine learning uses a number of,00:13:05.600,00:13:09.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
theories and techniques from data,theories and techniques from data,theories and techniques from data,00:13:07.600,00:13:12.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
science here are some machine learning,science here are some machine learning,science here are some machine learning,00:13:09.360,00:13:14.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
techniques classification,techniques classification,techniques classification,00:13:12.079,00:13:18.480,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
categorization clustering trend analysis,categorization clustering trend analysis,categorization clustering trend analysis,00:13:14.839,00:13:21.440,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
anomaly detection visualization and,anomaly detection visualization and,anomaly detection visualization and,00:13:18.480,00:13:22.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
decision making,decision making,decision making,00:13:21.440,00:13:26.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's look at these techniques,let's look at these techniques,let's look at these techniques,00:13:22.959,00:13:28.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
classification is a technique in which,classification is a technique in which,classification is a technique in which,00:13:26.079,00:13:30.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the computer program learns from the,the computer program learns from the,the computer program learns from the,00:13:28.160,00:13:33.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data input given to it and then uses,data input given to it and then uses,data input given to it and then uses,00:13:30.160,00:13:35.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
this learning to classify new,this learning to classify new,this learning to classify new,00:13:33.360,00:13:36.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
observations,observations,observations,00:13:35.040,00:13:38.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
classification is used for predicting,classification is used for predicting,classification is used for predicting,00:13:36.639,00:13:41.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
discrete responses classification is,discrete responses classification is,discrete responses classification is,00:13:38.959,00:13:44.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
used when we are training a model to,used when we are training a model to,used when we are training a model to,00:13:41.839,00:13:48.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
predict qualitative targets,predict qualitative targets,predict qualitative targets,00:13:44.000,00:13:50.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
categorization is a technique of,categorization is a technique of,categorization is a technique of,00:13:48.360,00:13:52.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
organizing data into categories for its,organizing data into categories for its,organizing data into categories for its,00:13:50.399,00:13:55.440,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
most effective and efficient use,most effective and efficient use,most effective and efficient use,00:13:52.959,00:13:57.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it makes free text searches faster and,it makes free text searches faster and,it makes free text searches faster and,00:13:55.440,00:14:00.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
provides a better user experience,provides a better user experience,provides a better user experience,00:13:57.839,00:14:03.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
clustering is a technique of grouping a,clustering is a technique of grouping a,clustering is a technique of grouping a,00:14:00.959,00:14:05.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
set of objects in such a way that,set of objects in such a way that,set of objects in such a way that,00:14:03.279,00:14:07.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
objects in the same group are most,objects in the same group are most,objects in the same group are most,00:14:05.120,00:14:09.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
similar to each other than to those in,similar to each other than to those in,similar to each other than to those in,00:14:07.199,00:14:10.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
other groups,other groups,other groups,00:14:09.600,00:14:13.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it is basically a collection of objects,it is basically a collection of objects,it is basically a collection of objects,00:14:10.880,00:14:14.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
on the basis of similarity and,on the basis of similarity and,on the basis of similarity and,00:14:13.120,00:14:18.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
dissimilarity between them,dissimilarity between them,dissimilarity between them,00:14:14.959,00:14:20.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
trend analysis is a technique aimed at,trend analysis is a technique aimed at,trend analysis is a technique aimed at,00:14:18.000,00:14:22.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
projecting both current and future,projecting both current and future,projecting both current and future,00:14:20.320,00:14:24.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
movement of events through the use of,movement of events through the use of,movement of events through the use of,00:14:22.240,00:14:27.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
time series data analysis,time series data analysis,time series data analysis,00:14:24.639,00:14:29.440,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it represents variations of low,it represents variations of low,it represents variations of low,00:14:27.279,00:14:32.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
frequency in a time series the high and,frequency in a time series the high and,frequency in a time series the high and,00:14:29.440,00:14:36.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
medium frequency fluctuations being out,medium frequency fluctuations being out,medium frequency fluctuations being out,00:14:32.399,00:14:38.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
anomaly detection is a technique to,anomaly detection is a technique to,anomaly detection is a technique to,00:14:36.399,00:14:41.519,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
identify cases that are unusual within,identify cases that are unusual within,identify cases that are unusual within,00:14:38.880,00:14:44.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data that is seemingly homogenous,data that is seemingly homogenous,data that is seemingly homogenous,00:14:41.519,00:14:46.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
anomaly detection can be a key for,anomaly detection can be a key for,anomaly detection can be a key for,00:14:44.560,00:14:48.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
solving intrusions by indicating a,solving intrusions by indicating a,solving intrusions by indicating a,00:14:46.639,00:14:51.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
presence of intended or unintended,presence of intended or unintended,presence of intended or unintended,00:14:48.720,00:14:55.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
induced attacks defects faults and so on,induced attacks defects faults and so on,induced attacks defects faults and so on,00:14:51.360,00:14:58.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
visualization is a technique to present,visualization is a technique to present,visualization is a technique to present,00:14:55.639,00:15:01.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data in a pictorial or graphical format,data in a pictorial or graphical format,data in a pictorial or graphical format,00:14:58.000,00:15:03.760,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it enables decision makers to see,it enables decision makers to see,it enables decision makers to see,00:15:01.680,00:15:06.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
analytics presented visually,analytics presented visually,analytics presented visually,00:15:03.760,00:15:08.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
when data is shown in the form of,when data is shown in the form of,when data is shown in the form of,00:15:06.320,00:15:10.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
pictures it becomes easy for users to,pictures it becomes easy for users to,pictures it becomes easy for users to,00:15:08.399,00:15:12.480,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
understand it,understand it,understand it,00:15:10.880,00:15:14.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
decision making is a technique or skill,decision making is a technique or skill,decision making is a technique or skill,00:15:12.480,00:15:16.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
that provides you with the ability to,that provides you with the ability to,that provides you with the ability to,00:15:14.639,00:15:19.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
influence managerial decisions with data,influence managerial decisions with data,influence managerial decisions with data,00:15:16.560,00:15:22.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
as evidence for those possibilities,as evidence for those possibilities,as evidence for those possibilities,00:15:19.600,00:15:24.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
now i am sure you have a better,now i am sure you have a better,now i am sure you have a better,00:15:22.800,00:15:26.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
understanding of the overview of machine,understanding of the overview of machine,understanding of the overview of machine,00:15:24.720,00:15:29.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning so let's look at some real-time,learning so let's look at some real-time,learning so let's look at some real-time,00:15:26.800,00:15:31.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
applications of machine learning,applications of machine learning,applications of machine learning,00:15:29.120,00:15:33.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
artificial intelligence and machine,artificial intelligence and machine,artificial intelligence and machine,00:15:31.680,00:15:36.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning are being increasingly used in,learning are being increasingly used in,learning are being increasingly used in,00:15:33.839,00:15:38.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
various functions such as image,various functions such as image,various functions such as image,00:15:36.160,00:15:40.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
processing robotics,processing robotics,processing robotics,00:15:38.320,00:15:44.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data mining video games text analysis,data mining video games text analysis,data mining video games text analysis,00:15:40.399,00:15:46.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
and healthcare let's look at each of,and healthcare let's look at each of,and healthcare let's look at each of,00:15:44.079,00:15:48.320,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
them in more details,them in more details,them in more details,00:15:46.399,00:15:51.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
so what is image processing it is a,so what is image processing it is a,so what is image processing it is a,00:15:48.320,00:15:53.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
technique to convert an image into a,technique to convert an image into a,technique to convert an image into a,00:15:51.199,00:15:55.519,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
digital format and perform some,digital format and perform some,digital format and perform some,00:15:53.279,00:15:58.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
operations on it so as to induce an,operations on it so as to induce an,operations on it so as to induce an,00:15:55.519,00:16:00.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
enhanced image or to extract some,enhanced image or to extract some,enhanced image or to extract some,00:15:58.160,00:16:02.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
helpful information from it,helpful information from it,helpful information from it,00:16:00.560,00:16:04.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's look at some of the examples of,let's look at some of the examples of,let's look at some of the examples of,00:16:02.800,00:16:06.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
image processing,image processing,image processing,00:16:04.720,00:16:08.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
facebook does automatic face tagging by,facebook does automatic face tagging by,facebook does automatic face tagging by,00:16:06.399,00:16:10.959,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
recognizing a face from a previous,recognizing a face from a previous,recognizing a face from a previous,00:16:08.880,00:16:14.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
user's tagged photos another example is,user's tagged photos another example is,user's tagged photos another example is,00:16:10.959,00:16:15.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
optional character recognition which,optional character recognition which,optional character recognition which,00:16:14.000,00:16:19.279,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
scans printed docs to digitize the text,scans printed docs to digitize the text,scans printed docs to digitize the text,00:16:15.839,00:16:21.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
self-driving cars are another big,self-driving cars are another big,self-driving cars are another big,00:16:19.279,00:16:23.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
example of image processing,example of image processing,example of image processing,00:16:21.040,00:16:26.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
autopilot is an optional drive system,autopilot is an optional drive system,autopilot is an optional drive system,00:16:23.360,00:16:27.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
for tesla cars,for tesla cars,for tesla cars,00:16:26.079,00:16:30.399,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
when autopilot is engaged cars can,when autopilot is engaged cars can,when autopilot is engaged cars can,00:16:27.839,00:16:34.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
self-steer adjust speed detect nearby,self-steer adjust speed detect nearby,self-steer adjust speed detect nearby,00:16:30.399,00:16:37.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
obstacles apply the brakes and park,obstacles apply the brakes and park,obstacles apply the brakes and park,00:16:34.160,00:16:40.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
now let's see how robotics uses machine,now let's see how robotics uses machine,now let's see how robotics uses machine,00:16:37.680,00:16:41.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning,learning,learning,00:16:40.079,00:16:43.120,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
robots are machines that can be used to,robots are machines that can be used to,robots are machines that can be used to,00:16:41.040,00:16:44.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
do certain jobs,do certain jobs,do certain jobs,00:16:43.120,00:16:47.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
some of the examples of robotics are,some of the examples of robotics are,some of the examples of robotics are,00:16:44.720,00:16:49.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
where a humanoid robot can read the,where a humanoid robot can read the,where a humanoid robot can read the,00:16:47.199,00:16:52.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
emotions of human beings or,emotions of human beings or,emotions of human beings or,00:16:49.199,00:16:54.079,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
an industrial robot is used for,an industrial robot is used for,an industrial robot is used for,00:16:52.079,00:16:57.040,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
assembling and manufacturing products,assembling and manufacturing products,assembling and manufacturing products,00:16:54.079,00:16:58.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
