Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:11:59.120,00:12:03.040,now let's first understand the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,now let's first understand the,now let's first understand the
00:12:00.560,00:12:05.040,traditional programming approach,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,traditional programming approach,traditional programming approach
00:12:03.040,00:12:07.680,traditionally you would hard code the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,traditionally you would hard code the,traditionally you would hard code the
00:12:05.040,00:12:10.320,decision rules for a problem at hand,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,decision rules for a problem at hand,decision rules for a problem at hand
00:12:07.680,00:12:12.240,evaluate the results of the program and,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,evaluate the results of the program and,evaluate the results of the program and
00:12:10.320,00:12:15.279,if the results were satisfactory the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,if the results were satisfactory the,if the results were satisfactory the
00:12:12.240,00:12:17.680,program would be deployed in production,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,program would be deployed in production,program would be deployed in production
00:12:15.279,00:12:20.079,if the results were not as expected one,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,if the results were not as expected one,if the results were not as expected one
00:12:17.680,00:12:22.720,would review the errors change the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,would review the errors change the,would review the errors change the
00:12:20.079,00:12:25.279,program and evaluate it again,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,program and evaluate it again,program and evaluate it again
00:12:22.720,00:12:28.800,this iterative process continues till,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,this iterative process continues till,this iterative process continues till
00:12:25.279,00:12:31.200,one gets the expected result,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,one gets the expected result,one gets the expected result
00:12:28.800,00:12:33.120,what is the machine learning approach in,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,what is the machine learning approach in,what is the machine learning approach in
00:12:31.200,00:12:35.920,the new machine learning approach the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the new machine learning approach the,the new machine learning approach the
00:12:33.120,00:12:38.240,decision rules are not hard coded the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,decision rules are not hard coded the,decision rules are not hard coded the
00:12:35.920,00:12:40.160,problem is solved by training a model,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,problem is solved by training a model,problem is solved by training a model
00:12:38.240,00:12:43.279,with the training data in order to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,with the training data in order to,with the training data in order to
00:12:40.160,00:12:45.760,derive or learn an algorithm that best,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,derive or learn an algorithm that best,derive or learn an algorithm that best
00:12:43.279,00:12:48.639,represents the relationship between the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,represents the relationship between the,represents the relationship between the
00:12:45.760,00:12:51.680,input and the output this trained model,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,input and the output this trained model,input and the output this trained model
00:12:48.639,00:12:53.839,is then evaluated against test data if,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,is then evaluated against test data if,is then evaluated against test data if
00:12:51.680,00:12:56.160,the results were satisfactory the model,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the results were satisfactory the model,the results were satisfactory the model
00:12:53.839,00:12:58.160,would be deployed in production and if,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,would be deployed in production and if,would be deployed in production and if
00:12:56.160,00:13:01.920,the results are not satisfactory the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the results are not satisfactory the,the results are not satisfactory the
00:12:58.160,00:13:05.360,training is repeated with some changes,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,training is repeated with some changes,training is repeated with some changes
00:13:01.920,00:13:05.360,machine learning techniques,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,machine learning techniques,machine learning techniques
00:13:05.600,00:13:09.360,machine learning uses a number of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,machine learning uses a number of,machine learning uses a number of
00:13:07.600,00:13:12.079,theories and techniques from data,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,theories and techniques from data,theories and techniques from data
00:13:09.360,00:13:14.839,science here are some machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,science here are some machine learning,science here are some machine learning
00:13:12.079,00:13:18.480,techniques classification,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,techniques classification,techniques classification
00:13:14.839,00:13:21.440,categorization clustering trend analysis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,categorization clustering trend analysis,categorization clustering trend analysis
00:13:18.480,00:13:22.959,anomaly detection visualization and,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,anomaly detection visualization and,anomaly detection visualization and
00:13:21.440,00:13:26.079,decision making,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,decision making,decision making
00:13:22.959,00:13:28.160,let's look at these techniques,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's look at these techniques,let's look at these techniques
00:13:26.079,00:13:30.160,classification is a technique in which,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,classification is a technique in which,classification is a technique in which
00:13:28.160,00:13:33.360,the computer program learns from the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the computer program learns from the,the computer program learns from the
00:13:30.160,00:13:35.040,data input given to it and then uses,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data input given to it and then uses,data input given to it and then uses
00:13:33.360,00:13:36.639,this learning to classify new,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,this learning to classify new,this learning to classify new
00:13:35.040,00:13:38.959,observations,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,observations,observations
00:13:36.639,00:13:41.839,classification is used for predicting,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,classification is used for predicting,classification is used for predicting
00:13:38.959,00:13:44.000,discrete responses classification is,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,discrete responses classification is,discrete responses classification is
00:13:41.839,00:13:48.360,used when we are training a model to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,used when we are training a model to,used when we are training a model to
00:13:44.000,00:13:50.399,predict qualitative targets,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,predict qualitative targets,predict qualitative targets
00:13:48.360,00:13:52.959,categorization is a technique of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,categorization is a technique of,categorization is a technique of
00:13:50.399,00:13:55.440,organizing data into categories for its,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,organizing data into categories for its,organizing data into categories for its
00:13:52.959,00:13:57.839,most effective and efficient use,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,most effective and efficient use,most effective and efficient use
00:13:55.440,00:14:00.959,it makes free text searches faster and,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it makes free text searches faster and,it makes free text searches faster and
00:13:57.839,00:14:03.279,provides a better user experience,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,provides a better user experience,provides a better user experience
00:14:00.959,00:14:05.120,clustering is a technique of grouping a,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,clustering is a technique of grouping a,clustering is a technique of grouping a
00:14:03.279,00:14:07.199,set of objects in such a way that,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,set of objects in such a way that,set of objects in such a way that
00:14:05.120,00:14:09.600,objects in the same group are most,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,objects in the same group are most,objects in the same group are most
00:14:07.199,00:14:10.880,similar to each other than to those in,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,similar to each other than to those in,similar to each other than to those in
00:14:09.600,00:14:13.120,other groups,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,other groups,other groups
00:14:10.880,00:14:14.959,it is basically a collection of objects,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it is basically a collection of objects,it is basically a collection of objects
00:14:13.120,00:14:18.000,on the basis of similarity and,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,on the basis of similarity and,on the basis of similarity and
00:14:14.959,00:14:20.320,dissimilarity between them,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,dissimilarity between them,dissimilarity between them
00:14:18.000,00:14:22.240,trend analysis is a technique aimed at,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,trend analysis is a technique aimed at,trend analysis is a technique aimed at
00:14:20.320,00:14:24.639,projecting both current and future,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,projecting both current and future,projecting both current and future
00:14:22.240,00:14:27.279,movement of events through the use of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,movement of events through the use of,movement of events through the use of
00:14:24.639,00:14:29.440,time series data analysis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,time series data analysis,time series data analysis
00:14:27.279,00:14:32.399,it represents variations of low,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it represents variations of low,it represents variations of low
00:14:29.440,00:14:36.399,frequency in a time series the high and,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,frequency in a time series the high and,frequency in a time series the high and
00:14:32.399,00:14:38.880,medium frequency fluctuations being out,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,medium frequency fluctuations being out,medium frequency fluctuations being out
00:14:36.399,00:14:41.519,anomaly detection is a technique to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,anomaly detection is a technique to,anomaly detection is a technique to
00:14:38.880,00:14:44.560,identify cases that are unusual within,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,identify cases that are unusual within,identify cases that are unusual within
00:14:41.519,00:14:46.639,data that is seemingly homogenous,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data that is seemingly homogenous,data that is seemingly homogenous
00:14:44.560,00:14:48.720,anomaly detection can be a key for,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,anomaly detection can be a key for,anomaly detection can be a key for
00:14:46.639,00:14:51.360,solving intrusions by indicating a,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,solving intrusions by indicating a,solving intrusions by indicating a
00:14:48.720,00:14:55.639,presence of intended or unintended,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,presence of intended or unintended,presence of intended or unintended
00:14:51.360,00:14:58.000,induced attacks defects faults and so on,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,induced attacks defects faults and so on,induced attacks defects faults and so on
00:14:55.639,00:15:01.680,visualization is a technique to present,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,visualization is a technique to present,visualization is a technique to present
00:14:58.000,00:15:03.760,data in a pictorial or graphical format,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data in a pictorial or graphical format,data in a pictorial or graphical format
00:15:01.680,00:15:06.320,it enables decision makers to see,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it enables decision makers to see,it enables decision makers to see
00:15:03.760,00:15:08.399,analytics presented visually,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,analytics presented visually,analytics presented visually
00:15:06.320,00:15:10.880,when data is shown in the form of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,when data is shown in the form of,when data is shown in the form of
00:15:08.399,00:15:12.480,pictures it becomes easy for users to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,pictures it becomes easy for users to,pictures it becomes easy for users to
00:15:10.880,00:15:14.639,understand it,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,understand it,understand it
00:15:12.480,00:15:16.560,decision making is a technique or skill,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,decision making is a technique or skill,decision making is a technique or skill
00:15:14.639,00:15:19.600,that provides you with the ability to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,that provides you with the ability to,that provides you with the ability to
00:15:16.560,00:15:22.800,influence managerial decisions with data,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,influence managerial decisions with data,influence managerial decisions with data
00:15:19.600,00:15:24.720,as evidence for those possibilities,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,as evidence for those possibilities,as evidence for those possibilities
00:15:22.800,00:15:26.800,now i am sure you have a better,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,now i am sure you have a better,now i am sure you have a better
00:15:24.720,00:15:29.120,understanding of the overview of machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,understanding of the overview of machine,understanding of the overview of machine
00:15:26.800,00:15:31.680,learning so let's look at some real-time,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning so let's look at some real-time,learning so let's look at some real-time
00:15:29.120,00:15:33.839,applications of machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,applications of machine learning,applications of machine learning
00:15:31.680,00:15:36.160,artificial intelligence and machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,artificial intelligence and machine,artificial intelligence and machine
00:15:33.839,00:15:38.320,learning are being increasingly used in,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning are being increasingly used in,learning are being increasingly used in
00:15:36.160,00:15:40.399,various functions such as image,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,various functions such as image,various functions such as image
00:15:38.320,00:15:44.079,processing robotics,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,processing robotics,processing robotics
00:15:40.399,00:15:46.399,data mining video games text analysis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data mining video games text analysis,data mining video games text analysis
00:15:44.079,00:15:48.320,and healthcare let's look at each of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,and healthcare let's look at each of,and healthcare let's look at each of
00:15:46.399,00:15:51.199,them in more details,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,them in more details,them in more details
00:15:48.320,00:15:53.279,so what is image processing it is a,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,so what is image processing it is a,so what is image processing it is a
00:15:51.199,00:15:55.519,technique to convert an image into a,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,technique to convert an image into a,technique to convert an image into a
00:15:53.279,00:15:58.160,digital format and perform some,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,digital format and perform some,digital format and perform some
00:15:55.519,00:16:00.560,operations on it so as to induce an,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,operations on it so as to induce an,operations on it so as to induce an
00:15:58.160,00:16:02.800,enhanced image or to extract some,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,enhanced image or to extract some,enhanced image or to extract some
00:16:00.560,00:16:04.720,helpful information from it,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,helpful information from it,helpful information from it
00:16:02.800,00:16:06.399,let's look at some of the examples of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's look at some of the examples of,let's look at some of the examples of
00:16:04.720,00:16:08.880,image processing,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,image processing,image processing
00:16:06.399,00:16:10.959,facebook does automatic face tagging by,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,facebook does automatic face tagging by,facebook does automatic face tagging by
00:16:08.880,00:16:14.000,recognizing a face from a previous,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,recognizing a face from a previous,recognizing a face from a previous
00:16:10.959,00:16:15.839,user's tagged photos another example is,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,user's tagged photos another example is,user's tagged photos another example is
00:16:14.000,00:16:19.279,optional character recognition which,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,optional character recognition which,optional character recognition which
00:16:15.839,00:16:21.040,scans printed docs to digitize the text,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,scans printed docs to digitize the text,scans printed docs to digitize the text
00:16:19.279,00:16:23.360,self-driving cars are another big,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,self-driving cars are another big,self-driving cars are another big
00:16:21.040,00:16:26.079,example of image processing,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,example of image processing,example of image processing
00:16:23.360,00:16:27.839,autopilot is an optional drive system,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,autopilot is an optional drive system,autopilot is an optional drive system
00:16:26.079,00:16:30.399,for tesla cars,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,for tesla cars,for tesla cars
00:16:27.839,00:16:34.160,when autopilot is engaged cars can,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,when autopilot is engaged cars can,when autopilot is engaged cars can
00:16:30.399,00:16:37.680,self-steer adjust speed detect nearby,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,self-steer adjust speed detect nearby,self-steer adjust speed detect nearby
00:16:34.160,00:16:40.079,obstacles apply the brakes and park,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,obstacles apply the brakes and park,obstacles apply the brakes and park
00:16:37.680,00:16:41.040,now let's see how robotics uses machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,now let's see how robotics uses machine,now let's see how robotics uses machine
00:16:40.079,00:16:43.120,learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning,learning
00:16:41.040,00:16:44.720,robots are machines that can be used to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,robots are machines that can be used to,robots are machines that can be used to
00:16:43.120,00:16:47.199,do certain jobs,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,do certain jobs,do certain jobs
00:16:44.720,00:16:49.199,some of the examples of robotics are,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,some of the examples of robotics are,some of the examples of robotics are
00:16:47.199,00:16:52.079,where a humanoid robot can read the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,where a humanoid robot can read the,where a humanoid robot can read the
00:16:49.199,00:16:54.079,emotions of human beings or,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,emotions of human beings or,emotions of human beings or
00:16:52.079,00:16:57.040,an industrial robot is used for,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,an industrial robot is used for,an industrial robot is used for
00:16:54.079,00:16:58.880,assembling and manufacturing products,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,assembling and manufacturing products,assembling and manufacturing products
00:16:57.040,00:17:01.360,so let's look at some real-time,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,so let's look at some real-time,so let's look at some real-time
00:16:58.880,00:17:04.880,applications of machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,applications of machine learning,applications of machine learning
00:17:01.360,00:17:07.199,let's see what data mining is it is the,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's see what data mining is it is the,let's see what data mining is it is the
00:17:04.880,00:17:08.160,method of analyzing hidden patterns in,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,method of analyzing hidden patterns in,method of analyzing hidden patterns in
00:17:07.199,00:17:10.160,data,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data,data
00:17:08.160,00:17:11.679,let's look at some of the applications,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's look at some of the applications,let's look at some of the applications
00:17:10.160,00:17:13.919,of data mining,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,of data mining,of data mining
00:17:11.679,00:17:16.000,it is used for anomaly detection to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it is used for anomaly detection to,it is used for anomaly detection to
00:17:13.919,00:17:18.720,detect credit card fraud and to,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,detect credit card fraud and to,detect credit card fraud and to
00:17:16.000,00:17:21.839,determine which transactions vary from,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,determine which transactions vary from,determine which transactions vary from
00:17:18.720,00:17:24.160,usual purchasing patterns,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,usual purchasing patterns,usual purchasing patterns
00:17:21.839,00:17:26.799,it is also used in market basket,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it is also used in market basket,it is also used in market basket
00:17:24.160,00:17:30.559,analysis which is used to detect which,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,analysis which is used to detect which,analysis which is used to detect which
00:17:26.799,00:17:30.559,items are often bought together,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,items are often bought together,items are often bought together
00:17:31.679,00:17:38.720,it can be used for grouping where it,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it can be used for grouping where it,it can be used for grouping where it
00:17:33.679,00:17:38.720,classifies users based on their profiles,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,classifies users based on their profiles,classifies users based on their profiles
00:17:38.799,00:17:43.280,machine learning is also applied in many,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,machine learning is also applied in many,machine learning is also applied in many
00:17:41.039,00:17:46.799,video games in order to give predictions,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,video games in order to give predictions,video games in order to give predictions
00:17:43.280,00:17:48.640,based on data in a pokemon go battle,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,based on data in a pokemon go battle,based on data in a pokemon go battle
00:17:46.799,00:17:50.480,there is a lot of data to take into,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,there is a lot of data to take into,there is a lot of data to take into
00:17:48.640,00:17:51.760,account to correctly predict the winner,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,account to correctly predict the winner,account to correctly predict the winner
00:17:50.480,00:17:53.600,of a battle,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,of a battle,of a battle
00:17:51.760,00:17:56.000,and this is where machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,and this is where machine learning,and this is where machine learning
00:17:53.600,00:17:58.400,becomes useful a machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,becomes useful a machine learning,becomes useful a machine learning
00:17:56.000,00:18:01.280,classifier will predict the result of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,classifier will predict the result of,classifier will predict the result of
00:17:58.400,00:18:03.520,the match based on this data,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the match based on this data,the match based on this data
00:18:01.280,00:18:05.440,let's move on to one of the most popular,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's move on to one of the most popular,let's move on to one of the most popular
00:18:03.520,00:18:07.360,applications of machine learning which,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,applications of machine learning which,applications of machine learning which
00:18:05.440,00:18:09.919,is text analysis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,is text analysis,is text analysis
00:18:07.360,00:18:11.840,it is the automated process of obtaining,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it is the automated process of obtaining,it is the automated process of obtaining
00:18:09.919,00:18:14.640,information from text,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,information from text,information from text
00:18:11.840,00:18:17.600,one example of text analysis is spam,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,one example of text analysis is spam,one example of text analysis is spam
00:18:14.640,00:18:19.039,filtering which is used to detect spam,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,filtering which is used to detect spam,filtering which is used to detect spam
00:18:17.600,00:18:21.440,in emails,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,in emails,in emails
00:18:19.039,00:18:24.160,another example is sentimental analysis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,another example is sentimental analysis,another example is sentimental analysis
